SKU;Ürün Adı;Marka;Model;Kategori;Fiyat TL (KDV dahil);İşlev Grubu;Kullanım Yeri;Uygun Olduğu Sistemler;Açıklama
PPRCR4020;PPRC REDÜKSİYON 40x20;Kalde;40x20;Pprc;9,40;PPRC redüksiyon manşon 40 x 20;40 mm ana hattan 20 mm ince hatta geçiş;Merkezi ısıtma ve temiz su sistemleri;"40 mm–20 mm redüksiyon manşondur; büyük kolonlardan ince besleme hatlarına geçerken kullanılır."
PPRCR4032;PPRC REDÜKSİYON 40x32;Kalde;40x32;Pprc;10,68;PPRC redüksiyon manşon 40 x 32;40 mm ana hattı 32 mm hatta düşürme;Ana/yan zon PPRC tesisatları;"Bir tarafı 40 mm, diğer tarafı 32 mm kaynak muflu redüksiyondur; kolon- kat hattı geçişlerinde kullanılır."
PPRCR5032;PPRC REDÜKSİYON 50X32;Kalde;50X32;Pprc;20,30;PPRC redüksiyon manşon 50 x 32;50 mm giriş hattından 32 mm dağıtım hattına geçiş;Site veya bina ana besleme sistemleri;"50 mm–32 mm redüksiyon manşondur; hidrofor çıkışından kat kolonlarına çap düşürmek için kullanılır."
PPRCR5040;PPRC REDÜKSİYON 50X40;Kalde;50X40;Pprc;23,02;PPRC redüksiyon manşon 50 x 40;50 mm ana hattı 40 mm hatta düşürme;Yüksek debili PPRC ana hatlar;"50 mm kaynaktan 40 mm kaynağa inen redüksiyon manşon; ana dağıtım ve zon hat bağlantılarında kullanılır."
PPRCR6325;PPRC REDÜKSİYON 63X25;Kalde;63X25;Pprc;35,24;PPRC redüksiyon manşon 63 x 25;63 mm ana hatlardan 25 mm yan hat veya cihaz beslemesi almak için;Büyük tesis ana besleme sistemleri;"63 mm–25 mm redüksiyon; çok büyük çaplı ana hattı 25 mm daire veya cihaz hattına düşürür."
PPRCR6332;PPRC REDÜKSİYON 63x32;Kalde;63x32;Pprc;37,67;PPRC redüksiyon manşon 63 x 32;63 mm ana hattı 32 mm kola indirme;Site/bina ana kolon – kat kolon geçişleri;"63 mm–32 mm kaynaklı redüksiyon manşondur; yüksek debili giriş hattından 32 mm kolonlara geçişte kullanılır."
PPRCR6340;PPRC REDÜKSİYON 63X40;Kalde;63X40;Pprc;37,97;PPRC redüksiyon manşon 63 x 40;63 mm ana hattı 40 mm hatta düşürme;Hidrofor ve mekanik oda bağlantıları;"63 mm ve 40 mm kaynak muflu redüksiyon; ana besleme hattını 40 mm zon hattına bağlar."
PPRCR6350;PPRC REDÜKSİYON 63X50;Kalde;63X50;Pprc;47,96;PPRC redüksiyon manşon 63 x 50;63 mm ana hattı 50 mm hatta indirme;Büyük çaplı PPRC temiz su ve ısıtma sistemleri;"63 mm–50 mm redüksiyon manşondur; ana kolon ile daha küçük ana hat veya kolektör arasında geçiş sağlar."
PPRCTE20;PPRC TE 20x20x20;Kalde;20x20x20;Pprc;6,40;PPRC T 20 x 20 x 20;Üç adet 20 mm hattın T şeklinde birleştirilmesi;PPRC iç tesisat sıcak-soğuk su hatları;"Üç ağzı da 20 mm kaynak mufflu standart T fittings; 20 mm borudan iki yöne branşman almak için kullanılır."
PPRCTE25;PPRC TE 25x25x25;Kalde;25x25x25;Pprc;9,11;PPRC T 25 x 25 x 25;25 mm borularda üçlü ayrım ve dağıtım noktaları;PPRC temiz su ve ısıtma sistemleri;"Tüm kolları 25 mm olan kaynaklı T parçadır; 25 mm ana hattı iki kola ayırır."
PPRCTE32;PPRC TE 32x32x32;Kalde;32x32x32;Pprc;17,89;PPRC T 32 x 32 x 32;32 mm ana hat ve kolonlarda T branşman;Ana dağıtım ve zon hatları;"Üç ucu 32 mm olan PPRC T fittings; 32 mm kolon hattından yan kol çıkarmak için kullanılır."
PPRCTE40;PPRC TE 40x40x40;Kalde;40x40x40;Pprc;31,73;PPRC T 40 x 40 x 40;40 mm ana hatlarda bölme ve dağıtım;Merkezi ısıtma ve büyük temiz su hatları;"40 mm PPRC T; 40 mm borudan iki yönlü çıkış almayı sağlar, basınç kaybı düşük olacak şekilde tasarlanmıştır."
PPRCTE50;PPRC TE 50x50x50;Kalde;50x50x50;Pprc;57,38;PPRC T 50 x 50 x 50;50 mm ana kolonlarda üçlü bağlantı;Site/bina ana besleme hatları;"Üç ağzı da 50 mm kaynaklı T fittings; 50 mm ana hattı iki ayrı 50 mm kola böler."
PPRCTE63;PPRC TE 63x63x63;Kalde;63x63x63;Pprc;111,44;PPRC T 63 x 63 x 63;63 mm giriş ve ana hatlarda T bağlantı;Hidrofor çıkışı, ana dağıtım şebekeleri;"Tamamı 63 mm olan PPRC T; çok yüksek debili 63 mm hattı iki kola ayırmak için kullanılır."
PPRCTBD2012;"PPRC TEKLİ BATARYA DİŞİ 20X1/2""";Kalde;"20X1/2""";Pprc;39,96;"PPRC tekli batarya dirsek dişi 20 x 1/2""";"Duvar içi 20 mm PPRC hattan 1/2"" dişi tekli batarya çıkışı almak için";Banyo, WC, mutfak duvar tipi armatürler;"Bir tarafı 20 mm PPRC kaynaklı, diğer tarafı 1/2"" iç dişli olan batarya duvar dirseğidir; tek noktalı musluk ve rezervuar beslemelerinde kullanılır, gövdesi sabitleme plakalıdır."
PPRCTBD2512;"PPRC TEKLİ BATARYA DİŞİ 25X1/2""";Kalde;"25X1/2""";Pprc;49,46;"PPRC tekli batarya dirsek dişi 25 x 1/2""";"25 mm PPRC hatlardan 1/2"" dişi tekli batarya bağlantısı";PPRC temiz su tesisatı;"25 mm kaynak ucu ve 1/2"" iç dişli çıkışı olan duvar tipi batarya dirseğidir; daha büyük çaplı hatlardan armatür noktasına geçiş sağlar."
PPRCTK20;PPRC TEKLİ KELEPÇE 20mm;Kalde;20mm;Pprc;3,23;PPRC tekli kelepçe 20 mm;20 mm boruları duvar/tavana sabitlemek için;PPRC borulu tüm temiz su ve ısıtma hatları;"20 mm boru için plastik montaj kelepçesidir; tek boruyu dübel/vida ile yüzeye sabitleyerek düzgün hat döşenmesini sağlar."
PPRCTK25;PPRC TEKLİ KELEPÇE 25mm;Kalde;25mm;Pprc;3,82;PPRC tekli kelepçe 25 mm;25 mm boru montajında sabitleme ve mesafe ayarı;PPRC dağıtım ve kolon hatları;"25 mm çaplı boruya uygun tekli klips kelepçedir; boru hattının düzgün ve sessiz çalışması için düzenli aralıklarla kullanılır."
PPRCTK32;PPRC TEKLİ KELEPÇE 32mm;Kalde;32mm;Pprc;4,73;PPRC tekli kelepçe 32 mm;32 mm PPRC kolon ve ana hatların sabitlenmesinde;Ana dağıtım ve şaft içi PPRC sistemler;"32 mm boruya uygun tekli montaj kelepçesidir; kolon hatlarını duvar veya profil üzerine sağlam şekilde tutmaya yarar."
S1769;"PVC DEPO REKORU 1 1/2""";Sayım;"1 1/2""";Hortum Ek Parçaları;102,64;"PVC depo rekoru 1 1/2""";"Su deposu / tank gövdesinden 1 1/2"" hat çıkışı almak için";Bahçe sulama sistemleri, hidrofor hatları, temiz su depoları;"Depo cidarını delerek içten+dıştan sıkılan contalı bulkhead bağlantıdır; 1 1/2"" dişli çıkışla tankı kolektöre, pompa emişine veya ana sulama hattına sızdırmaz şekilde bağlar."
S1768;"PVC DEPO REKORU 1 1/4""";Sayım;"1 1/4""";Hortum Ek Parçaları;94,09;"PVC depo rekoru 1 1/4""";"Depo/tank gövdesinden 1 1/4"" çapında çıkış veya giriş noktası oluşturmak için";Hidrofor, damla sulama ve küçük ana hat sistemleri;"Contalı, iki parçalı depo rekorudur; tank yüzeyine sıkılarak 1 1/4"" dişli bağlantı sağlar, vana veya boruya sızdırmaz geçiş verir."
S1767;"PVC DEPO REKORU 1""";Sayım;"1""";Hortum Ek Parçaları;61,59;"PVC depo rekoru 1""";"Su deposu, gübre tankı vb. üzerinden 1"" bağlantı almak için";Otomatik sulama, gübreleme tankları, küçük hidroforlar;"1"" dişli çıkışlı PVC depo rekorudur; tank duvarını sıkıştıran contalı yapısıyla hem giriş hem çıkış hattı için kullanılabilir."
S1765;PVC DEPO REKORU 1/2'';Sayım;1/2'';Hortum Ek Parçaları;55,60;"PVC depo rekoru 1/2""";Küçük çaplı tank çıkışları, seviye göstergesi veya tahliye hatları için;Damlama sulama, besleme ve tahliye hatları;"1/2"" dişli çıkışa sahip mini depo rekorudur; tanktan ince çaplı boru veya seviye hortumu çıkarmak için kullanılır, contalı yapısı sızıntıyı engeller."
S1770;PVC DEPO REKORU 2'';Sayım;2'';Hortum Ek Parçaları;128,30;"PVC depo rekoru 2""";"Büyük hacimli depolarda 2"" ana çıkış veya taşma hattı bağlantısı için";Yüksek debili sulama sistemleri, yangın ve kullanım suyu depoları;"2"" dişli bağlantılı, geniş gövdeli depo rekorudur; yüksek debili ana hatları depoya bağlamak için kullanılır, kalın contalarıyla tank cidarında güvenli sızdırmazlık sağlar."
S1766;"PVC DEPO REKORU 3/4""";Sayım;"3/4""";Hortum Ek Parçaları;55,60;"PVC depo rekoru 3/4""";Orta debili tank çıkışları ve besleme hatları için;Bahçe sulama, evsel su depoları, filtre besleme hatları;"3/4"" dişli çıkışlı PVC depo rekorudur; depo duvarından 3/4"" boru veya vana ile bağlantı verir, çift taraflı somun ve conta ile kolay montaj ve sızdırmazlık sağlar."
RBV003;"RAINBIRD 100 DV 1"" SEL. VANA 24 V.";Rain Bird;100 DV 24V;Otomatik Sulama;1188,07;"1"" 24V AC solenoid vana (Rain Bird 100-DV)";"Kolektör/manifold üzerinde 1"" zon hattını aç-kapa yapmak için";Otomatik çim sprinkler ve damla sulama, 24V AC sulama kontrol üniteleri;"Plastik gövdeli, 1"" dişli giriş-çıkışlı 24V AC solenoid vanadır; küçük/orta ölçekli zonlarda güvenilir açma-kapama sağlar, peyzaj ve villa bahçeleri için standart çözümdür."
RBV004;"RAINBIRD 100 DV 1"" SEL. VANA 9 V.";Rain Bird;100 DV 9V;Otomatik Sulama;2090,09;"1"" 9V DC solenoid vana (Rain Bird 100-DV)";"Kablosuz veya pilli kontrol cihazlarıyla çalışan 1"" zon hattında";Bataryalı (9V) kontrol üniteli otomatik sprinkler ve damla sulama sistemleri;"9V DC latch bobinli 1"" DV serisi solenoid vanadır; elektrik hattı çekilemeyen noktalarda pilli kontrol cihazlarıyla birlikte kullanılır, düşük enerjiyle güvenilir çalışır."
RBV001;"RAINBIRD 100 HV 1"" SEL.VANA 24V";Rain Bird;100 HV 24V;Otomatik Sulama;988,67;"1"" 24V AC solenoid vana (Rain Bird 100-HV)";"Küçük debili 1"" zon hatlarında, kolektör kutusu içinde";Küçük bahçe ve villa sprinkler sistemleri, 24V AC kontrol üniteleri;"Kompakt yapıdaki 100-HV 1"" 24V AC solenoid vanadır; dar kolektör kutularına sığacak şekilde tasarlanmıştır, düşük debili zonlarda ekonomik çözümdür."
RBV002;"RAINBIRD 100 HV 1"" SEL.VANA 9V";Rain Bird;100 HV 9V;Otomatik Sulama;1311,79;"1"" 9V DC solenoid vana (Rain Bird 100-HV)";Pilli kontrol cihazıyla yönetilen küçük zon hatlarında;9V bataryalı kontrol üniteli küçük peyzaj ve damla sulama sistemleri;"100-HV serisi 1"" 9V DC latch solenoid vanadır; kablo çekmenin zor olduğu küçük bahçelerde pilli kontrol modülleriyle birlikte kullanılır, kompakt gövdesi sayesinde dar kutulara rahatça yerleşir."
RBV007;"RAINBIRD 100 PGA 1"" 24V";Rain Bird;100 PGA 24V;Otomatik Sulama;2388,15;"1"" 24V AC profesyonel solenoid vana (Rain Bird PGA 100)";"Profesyonel manifoldlarda 1"" zonların yönetiminde";Orta-büyük peyzaj projeleri, profesyonel sprinkler sistemleri, 24V AC kontrol panelleri;"Takviyeli gövdeye ve yüksek basınç dayanımına sahip 1"" PGA serisi 24V AC solenoid vanadır; yoğun kullanımda uzun ömür ve hassas debi kontrolü sağlar."
RBV008;"RAINBIRD 100 PGA 1"" 9V";Rain Bird;100 PGA 9V;Otomatik Sulama;2865,26;"1"" 9V DC profesyonel solenoid vana (Rain Bird PGA 100)";"Pilli veya kablosuz kontrol cihazlı profesyonel 1"" zonlarda";9V bataryalı kontrol üniteli peyzaj sprinkler ve damla sulama sistemleri;"1"" PGA serisi 9V DC latch solenoid vanadır; profesyonel sınıf gövde yapısını pilli çalışma imkânıyla birleştirir, kablo çekmenin zor olduğu sahalarda kullanılır."
RBV009;"RAINBIRD 150PGA 1 1/2"" 24V.";Rain Bird;150 PGA 24V;Otomatik Sulama;3690,54;"1 1/2"" 24V AC profesyonel solenoid vana (Rain Bird 150-PGA)";"Yüksek debili ana zon veya kolektör hattında 1 1/2"" bağlantı gereken yerlerde";Büyük çim alanlar, siteler, spor sahaları, 24V AC merkezi kontrol sistemleri;"1 1/2"" dişli bağlantılı 150-PGA 24V AC solenoid vanadır; yüksek debi ve basınca uygun tasarımıyla geniş sulama bölgelerinde ana zon vanası olarak kullanılır."
RBV010;"RAINBIRD 150PGA 1 1/2"" 9V.";Rain Bird;150 PGA 9V;Otomatik Sulama;4319,55;"1 1/2"" 9V DC profesyonel solenoid vana (Rain Bird 150-PGA)";Pilli/RTU kontrollü büyük zon veya ana hatlarda;9V bataryalı ya da saha modüllü akıllı kontrol sistemli büyük peyzaj projeleri;"1 1/2"" 150-PGA serisi 9V DC latch solenoid vanadır; geniş alanlarda kablosuz veya pilli kontrolle yüksek debili zonları yönetmek için kullanılır, profesyonel gövde yapısıyla uzun ömür sunar."
RBS011;RAINBIRD 1802 BOŞ GÖVDE 5 CM;Rain Bird;1802 BOŞ 5S;Otomatik Sulama;140,94;5 cm sprey gövdesi (Rain Bird 1802, nozulsuz);Küçük çim alanlarda 5 cm pop-up sprey nozullarının montajı için;Rain Bird 1800 serisi sprey sistemleri;"Yalnızca gövdedir, üzerinde meme/nozul yoktur; 5 cm açılma yüksekliğine sahip 1802 pop-up sprey gövdesi, uygun Rain Bird sprey nozullarıyla birlikte kullanılır."
RBS012;RAINBIRD 1804 BOŞ GÖVDE 10CM;Rain Bird;1804 BOŞ 10S;Otomatik Sulama;125,80;10 cm sprey gövdesi (Rain Bird 1804, nozulsuz);Çoğu çim alanında standart 10 cm pop-up sprey noktaları için;Rain Bird 1800 serisi sprey sistemleri;"10 cm yükselme mesafeli 1804 sprey gövdesidir; nozul ayrıca takılır, bordür ve çim alanlarda en çok kullanılan gövde boyudur."
RBS013;RAINBIRD 1806 BOŞ GÖVDE 15CM;Rain Bird;1806 BOŞ 15S;Otomatik Sulama;403,51;15 cm sprey gövdesi (Rain Bird 1806, nozulsuz);Yüksek çim, bitki veya kot farkı olan alanlarda;Rain Bird 1800 serisi sprey sistemleri;"15 cm açılma yüksekliğine sahip 1806 sprey gövdesi; bitki boyunun üzerinde sulama için tercih edilir, nozul sonradan takılır."
RBS014;RAINBIRD 1812 BOŞ GÖVDE 30CM;Rain Bird;1812 BOŞ 30S;Otomatik Sulama;620,14;30 cm sprey gövdesi (Rain Bird 1812, nozulsuz);Çalı grupları, bordür arkası veya çok yüksek bitkili alanlarda;Rain Bird 1800/1812 çalı ve sprey sistemleri;"30 cm pop-up 1812 sprey gövdesidir; yüksek bitki örtüsü üzerinde sulama yapmak için kullanılır, uygun Rain Bird sprey nozullarıyla eşleştirilir."
RBV012;"RAINBIRD 200 PGA 2"" 24 V.";Rain Bird;200 PGA 24V;Otomatik Sulama;4551,32;"2"" 24V AC solenoid vana (Rain Bird 200-PGA)";"2"" ana hat veya büyük zonlarda aç-kapa kontrolü";Büyük çim sahaları, tesis ve site ana sulama zonları;"Takviyeli gövdeli 2"" PGA serisi profesyonel 24V AC solenoid vanadır; yüksek debi ve basınca dayanır, otomatik kontrol panoları ile çalışır."
RBV013;"RAINBIRD 200 PGA 2"" 9 V.";Rain Bird;200 PGA 9V;Otomatik Sulama;5580,18;"2"" 9V DC solenoid vana (Rain Bird 200-PGA)";"Pilli/kablosuz kontrol cihazlı 2"" ana zonlarda";9V bataryalı veya radyo kontrollü büyük sulama sistemleri;"2"" PGA gövdeli 9V latch bobinli solenoid vanadır; kablo çekmenin zor olduğu geniş alanlarda pilli kontrol modülleriyle kullanılır."
RBV018;RAINBIRD 24V AC BOBİN HV;Rain Bird;24 V;Otomatik Sulama;685,39;24V AC bobin – HV vana;Rain Bird 100-HV serisi 24V AC vanaların yedek bobini;Küçük bahçe ve villa sprinkler sistemleri;"100-HV serisi 24V AC solenoid vanalar için orijinal yedek bobindir; arızalı bobinin değişiminde kullanılır, gövdeyi komple değiştirmeye gerek bırakmaz."
RBV014;RAINBIRD 24V AC BOBİN JTV-DV;Rain Bird;24 V;Otomatik Sulama;926,55;24V AC bobin – JTV/DV vana;Rain Bird JTV ve 100-DV 24V AC vanaların yedek bobini;Otomatik sulama sistemlerindeki DV/JTV zon vanaları;"24V AC çalışan DV ve JTV gövdelerine uygun orijinal Rain Bird bobindir; elektriksel arıza durumunda kolay bobin değişimi sağlar."
RBV015;RAINBIRD 24V AC BOBİN PGA;Rain Bird;24 V;Otomatik Sulama;2456,01;24V AC bobin – PGA vana;Rain Bird PGA serisi 24V vanaların yedek bobini;Profesyonel PGA vana kullanılan büyük peyzaj projeleri;"PGA gövdeli vanalar için tasarlanmış 24V AC solenoid bobindir; yoğun kullanıma ve saha şartlarına dayanıklı yedek parçadır."
RB009;RAINBIRD 9V ALKALİN PİL;Rain Bird;9 V;Otomatik Sulama;125,28;9V alkalin pil;9V latch bobinli pilli kontrol üniteleri ve vanalar için güç kaynağı;Pilli sulama kontrol cihazları ve Rain Bird 9V bobinli vanalar;"Yüksek kaliteli 9V alkalin pildir; pilli kontrol üniteleri ve 9V bobinli Rain Bird vanaların uzun süreli çalışması için kullanılır."
RBV016;RAINBIRD 9V BOBİN JTV-DV;Rain Bird;9 V;Otomatik Sulama;1191,73;9V DC bobin – JTV/DV vana;Rain Bird JTV ve 100-DV 9V latch vanaların bobini;9V bataryalı kontrol üniteli otomatik sulama sistemleri;"JTV/DV gövdeleriyle uyumlu 9V DC latch bobindir; pilli veya kablosuz çalışacak zon vanalarında kullanılır, enerji tasarruflu açma-kapama yapar."
RB002;RAINBIRD BASINÇ REGÜLATÖRÜ PSI-M50;Rain Bird;PSI-M50;Otomatik Sulama;712,01;Basınç regülatörü PSI-M50;Ana hattan sonra sprey/damla hatlarının sabit basınca düşürülmesi;Rain Bird sprey ve mini-sprink/damlama sistemleri;"Hat üzerine takılan mekanik basınç regülatörüdür; giriş basıncını yaklaşık 50 psi (~3,5 bar) seviyesine sınırlar, nozulların doğru atış yapmasını ve damla hatlarının zarar görmemesini sağlar."
RBESP9V1KIT;RAINBIRD ESP 9V1 1 İST. PİLLİ ÜNİTE+SOL. VANA KİT;Rain Bird;ESP9V1KIT;Otomatik Sulama;4773,69;1 istasyon pilli kontrol + solenoid vana kiti;Vana kutusu / kolektör yanında, tek zon hattı için;Küçük villa/bahçe otomatik sulama sistemleri;"1 istasyonlu ESP-9V pilli kontrol ünitesi ile uyumlu 9V solenoid vanadan oluşan hazır settir; elektrik hattı olmayan bahçelerde tek bölgeyi otomatik sulamak için komple çözüm sunar."
RBESP9V1;RAINBIRD ESP 9V1 1 İSTASYON PİLLİ KONTROL ÜNİTESİ;Rain Bird;ESP9V 1;Otomatik Sulama;3797,55;1 istasyonlu 9V pilli kontrol ünitesi;Vana kutusu içinde, tek vana/zon yönetimi için;Pilli çalışan küçük bahçe, damla sulama ve küçük çim alan sistemleri;"9V alkalin pille çalışan, 1 zonu kontrol eden IP korumalı kontrol ünitesidir; vana kutusuna takılır, gündelik/haftalık programlama ve yağmur sensörü desteği sağlar."
RBESP9V2;RAINBIRD ESP 9V2 2 İSTASYON PİLLİ KONTROL ÜNİTESİ;Rain Bird;ESP9V 2;Otomatik Sulama;6163,25;2 istasyonlu 9V pilli kontrol ünitesi;Vana kutusu içinde, 2 ayrı vana/zon için;Elektrik çekilemeyen küçük ve orta ölçekli bahçe sulama sistemleri;"9V pille çalışan 2 istasyonlu kontrol ünitesidir; her zon için bağımsız program ve sulama süresi tanımlamaya izin verir."
RBESP9V4;RAINBIRD ESP 9V4 4 İSTASYON PİLLİ KONTROL ÜNİTESİ;Rain Bird;ESP9V 4;Otomatik Sulama;7007,33;4 istasyonlu 9V pilli kontrol ünitesi;Vana kutusu içinde, 4 zonlu manifoldlar için;Villa bahçeleri, damla + sprinkler karışık sistemler;"4 ayrı vanayı 9V pille kontrol eden zamanlayıcıdır; çoklu program, manuel başlatma ve yağmur sensörü desteğiyle esnek sulama planı sağlar."
RBESP9V6;RAINBIRD ESP 9V6 6 İSTASYON PİLLİ KONTROL ÜNİTESİ;Rain Bird;ESP9V 6;Otomatik Sulama;7732,91;6 istasyonlu 9V pilli kontrol ünitesi;Vana kutusu içinde, 6 zonlu kolektörler için;Orta ölçekli peyzaj ve site içi yeşil alanlar;"9V batarya ile çalışan 6 istasyonlu kontrol ünitesidir; kablo çekmeden çok sayıda zonu otomatik yönetmeye imkân verir, her zon için ayrı programlama yapılabilir."
RBKÜ017;RAINBIRD ESP SM-3 3 İSTASYONLU EK MODÜL;Rain Bird;SM3;Otomatik Sulama;1227,22;3 istasyonlu genişleme modülü (ESP-SM3);ESP-ME/ESPME kontrol ünitesinin modül yuvasında;ESP-ME ve ESP-ME3 serisi çok istasyonlu kontrol panoları;"Kontrol ünitesine takıldığında sisteme +3 istasyon ekleyen modüldür; büyük projelerde istasyon sayısını kademeli artırmaya imkân verir."
RBKÜ018;RAINBIRD ESP SM-6 6 İSTASYONLU EK MODÜL;Rain Bird;SM6;Otomatik Sulama;2453,40;6 istasyonlu genişleme modülü (ESP-SM6);ESP-ME/ESPME kontrol ünitesinin modül yuvasında;ESP-ME ve ESP-ME3 kontrol üniteleri;"Kontrol panosuna takılarak +6 istasyon ekler; çok sayıda vana kullanılan site, park ve profesyonel sahalarda istasyon kapasitesini yükseltmek için kullanılır."
FC6504;RAINBIRD Falcon 6504 Rotor Sprink;Rain Bird;6504;Otomatik Sulama;2500,00;Falcon 6504 dişli rotor sprinkler;"Çim alanlarda 3/4"" hat üzerinde rotor noktalarında";Spor sahaları, büyük çim alanlar, geniş villa peyzajları;"Orta–uzun mesafeli atış yapan profesyonel rotor sprinktir; ayarlanabilir açı ve debi seçenekleriyle geniş alanlarda homojen sulama sağlar."
TM2I12-230;RAINBIRD ESP-TM2 12 İSTASYON İÇ MEKAN KONTROL ÜNİTESİ;Rain Bird;TM2 12;Otomatik Sulama;6990,10;ESP-TM2 12 istasyon iç mekan kontrol ünitesi;Duvar montajlı, kapalı mekan (garaj, teknik oda vb.);Orta-büyük bahçe ve site içi sulama sistemleri;"230V beslemeli 12 istasyonlu kontrol panosudur; sabit istasyonlu yapı, LNK WiFi modülüyle uzaktan kontrol ve esnek programlama sunar."
TM2I4-230;RAINBIRD ESP-TM2 4 İSTASYON İÇ MEKAN KONTROL ÜNİTESİ;Rain Bird;TM2 4;Otomatik Sulama;4478,76;ESP-TM2 4 istasyon iç mekan kontrol ünitesi;Duvar montajlı, iç mekan küçük pano;Küçük villa ve müstakil ev bahçe sulama sistemleri;"230V çalışan 4 istasyonlu kontrol ünitesidir; basit menüsüyle kullanıcı dostudur, LNK modül ile WiFi’ye yükseltilebilir."
TM2I6-230;RAINBIRD ESP-TM2 6 İSTASYON İÇ MEKAN KONTROL ÜNİTESİ;Rain Bird;TM2 6;Otomatik Sulama;4999,19;ESP-TM2 6 istasyon iç mekan kontrol ünitesi;Duvar montajlı, iç mekan;Orta ölçekli villa ve ticari peyzaj sistemleri;"6 istasyonlu ESP-TM2 panelidir; çoklu program, mevsimsel ayar ve sensör girişleriyle esnek otomatik sulama yönetimi sağlar."
TM2I8-230;RAINBIRD ESP-TM2 8 İSTASYON İÇ MEKAN KONTROL ÜNİTESİ;Rain Bird;TM2 8;Otomatik Sulama;5825,00;ESP-TM2 8 istasyon iç mekan kontrol ünitesi;Duvar montajlı, iç mekan;Çok zonlu villa, apartman bahçesi ve ticari alanlar;"8 istasyonlu ESP-TM2 modelidir; yüksek istasyon sayısını kompakt gövdede sunar, LNK modülle uzaktan izleme ve kontrol yapılabilir."
RC2I4-230;RAINBIRD KONTROL ÜNİ. RC2 4 İST. WİFİ DAHİL İÇ MEKAN;Rain Bird;RC2 4;Otomatik Sulama;4478,76;RC2 4 istasyon WiFi’li iç mekan kontrol ünitesi;Duvar montajlı, iç mekan;Akıllı telefonla yönetilen küçük villa ve bahçe sistemleri;"WiFi entegre 4 istasyonlu kontrol ünitesidir; Rain Bird uygulaması üzerinden bulut tabanlı kontrol, hava durumuna göre otomatik ayar ve manuel kullanım imkânı verir."
RC2I6-230;RAINBIRD KONTROL ÜNİ. RC2 6 İST. WİFİ DAHİL İÇ MEKAN;Rain Bird;RC2 6;Otomatik Sulama;4999,19;RC2 6 istasyon WiFi’li iç mekan kontrol ünitesi;Duvar montajlı, iç mekan;Akıllı kontrollü orta ölçekli peyzaj ve villa bahçeleri;"WiFi dâhil 6 istasyonlu RC2 panosudur; mobil uygulamayla her istasyon için ayrı programlama, uzaktan açma/kapama ve hava verisine göre optimizasyon sağlar."
RC2I8-230;RAINBIRD KONTROL ÜNİ. RC2 8 İST. WİFİ DAHİL İÇ MEKAN;Rain Bird;RC2 8;Otomatik Sulama;5825,00;RC2 8 istasyon WiFi’li iç mekan kontrol ünitesi;Duvar montajlı, iç mekan;Çok zonlu akıllı sulama sistemleri (siteler, ticari alanlar);"8 istasyon kapasitesine sahip, WiFi entegre RC2 kontrol ünitesidir; telefon/tablet üzerinden yönetilir, internet bağlantısıyla yağış/iklim verisine göre su tasarrufu sağlar."
RBKÜ005;RAINBIRD KONTROL ÜNİTESİ ESPMEU-4;Rain Bird;ESPMEU;Otomatik Sulama;12458,57;ESPMEU-4 kontrol ünitesi (4 istasyon, modüler);Duvar montajlı iç/dış mekan pano;ESP-ME/ESPME tabanlı çok istasyonlu sistemler;"4 istasyonlu temel ESPMEU-4 kontrol ünitesidir; SM modüllerle istasyon sayısı artırılabilir, büyük peyzaj projelerinde merkez kontrol olarak kullanılır."
RB006;RAINBIRD LNK WIFI MODÜLÜ;Rain Bird;LNK;Otomatik Sulama;6503,08;LNK WiFi modülü;ESP-TM2 ve ESP-ME kontrol ünitelerinin modül yuvasında;Akıllı telefonla kontrol edilecek TM2 ve ESP-ME sistemleri;"Kontrol paneline takılan WiFi adaptörüdür; uyumlu Rain Bird panolarını internet üzerinden mobil uygulama ile yönetilebilir hâle getirir."
RBKU011;RAINBIRD MUSLUK UCU ZAMANLAYICI;Rain Bird;1 ZEHMTR;Otomatik Sulama;3092,85;Musluk ucu zamanlayıcı;Dış mekân musluk ucunda, hortum öncesinde;Küçük teras, balkon, mini bahçe ve saksı sulama sistemleri;"Su musluğuna doğrudan takılan, pille çalışan tek hat zamanlayıcıdır; hortuma bağlı damla hat veya spreyleri belirlenen gün ve saatlerde otomatik açıp kapatır."
RBN023;RAINBIRD NOZUL 15 CST ORTADA DİKDÖRTGEN;Rain Bird;15 CST;Otomatik Sulama;97,61;Sabit sprey nozulu – 15 CST, ortada dikdörtgen;Orta şerit çim alanlar, yol/otopark arasında kalan uzun dar dikdörtgenler;"Rain Bird 1800, UNI-Spray vb. dişli sprey gövdeleri; küçük/orta çim alan sulama sistemleri";"15 serisi (~4,6 m menzil) merkezde dikdörtgen “center strip” desen verir; iki yanından sert zemin geçen dar şeritlerin homojen sulanması için kullanılır."
RBN0099;RAINBIRD NOZUL 15 EST KISA KENARDA DİKDÖRTGEN;Rain Bird;15 EST;Otomatik Sulama;97,61;Sabit sprey nozulu – 15 EST, kısa kenar dikdörtgen;Duvar, çit veya bordür boyunca dar dikdörtgen çim/yeşil şeritler;Rain Bird 1800, UNI-Spray gövdeleri;"Kısa kenarı boyunca çalışan “end strip” desene sahiptir; bordür kenarındaki dar çim şeritleri 15 serisi menzil ile düzenli sulamak için kullanılır."
